TSS type,chr,start position
exon,chrV,13045902
outron,chrV,13053734
exon,chrV,13073236
exon,chrV,13089065
exon,chrV,13089754
outron,chrV,13113114
outron,chrV,13116383
outron,chrV,13130517
exon,chrV,13134835
exon,chrV,13138056
exon,chrV,13137823
outron,chrV,13152873
outron,chrV,13154459
outron,chrV,13175750
outron,chrV,13180211
exon,chrV,13191868
outron,chrV,13202639
outron,chrV,13205316
outron,chrV,13226090
exon,chrV,13295661
outron,chrV,13301625
outron,chrV,13313165
outron,chrV,13313263
exon,chrV,13315586
exon,chrV,13326609
outron,chrV,13331071
outron,chrV,13333726
outron,chrV,13336267
exon,chrV,13337973
exon,chrV,13346198
exon,chrV,13358061
exon,chrV,13359358
outron,chrV,13359832
exon,chrV,13380170
exon,chrV,13381209
exon,chrV,13386625
outron,chrV,13390969
exon,chrV,13408843
outron,chrV,13406299
outron,chrV,13408185
exon,chrV,13411060
exon,chrV,13415047
exon,chrV,13433302
outron,chrV,13437594
exon,chrV,13441933
outron,chrV,13445664
exon,chrV,13451006
exon,chrV,13458088
outron,chrV,13463104
exon,chrV,13468299
exon,chrV,13468399
exon,chrV,13473527
outron,chrV,13476386
outron,chrV,13491261
outron,chrV,13497602
exon,chrV,13497685
exon,chrV,13511644
outron,chrV,13522897
outron,chrV,13530792
exon,chrV,13551745
outron,chrV,13551841
outron,chrV,13556790
exon,chrV,13557085
outron,chrV,13560277
exon,chrV,13565347
outron,chrV,13565491
outron,chrV,13568639
outron,chrV,13566674
exon,chrV,13572031
outron,chrV,13577368
exon,chrV,13580967
exon,chrV,13591609
outron,chrV,13591728
exon,chrV,13593006
exon,chrV,13601189
outron,chrV,13606990
exon,chrV,13611864
exon,chrV,13620985
outron,chrV,13621843
outron,chrV,13624515
outron,chrV,13625757
outron,chrV,13625840
outron,chrV,13636687
exon,chrV,13649785
outron,chrV,13660862
outron,chrV,13663964
outron,chrV,13672008
outron,chrV,13671478
outron,chrV,13678644
outron,chrV,13678798
exon,chrV,13692511
exon,chrV,13707377
outron,chrV,13715385
exon,chrV,13716831
exon,chrV,13725379
outron,chrV,13725000
outron,chrV,13730824
outron,chrV,13744976
outron,chrV,13756869
exon,chrV,13760361
exon,chrV,13768485
exon,chrV,13778118
exon,chrV,13784503
exon,chrV,13782440
outron,chrV,13787323
outron,chrV,13787499
exon,chrV,13795977
outron,chrV,13804624
outron,chrV,13808513
outron,chrV,13812824
exon,chrV,13819814
outron,chrV,13819229
outron,chrV,13822440
outron,chrV,13828220
exon,chrV,13830835
exon,chrV,13833531
exon,chrV,13847684
exon,chrV,13854384
outron,chrV,13878441
outron,chrV,13880822
exon,chrV,13889897
outron,chrV,13891839
exon,chrV,13898466
exon,chrV,13897155
outron,chrV,13906398
outron,chrV,13910963
exon,chrV,13908227
outron,chrV,13934681
exon,chrV,13949058
exon,chrV,13950037
exon,chrV,13953221
outron,chrV,13953779
outron,chrV,13962025
outron,chrV,13962243
outron,chrV,13980863
exon,chrV,13985093
outron,chrV,13991149
outron,chrV,14008732
outron,chrV,14012187
outron,chrV,14011506
exon,chrV,14014658
exon,chrV,14018668
exon,chrV,14026385
exon,chrV,14028614
outron,chrV,14033933
outron,chrV,14055269
exon,chrV,14074637
exon,chrV,14082768
outron,chrV,14086071
outron,chrV,14087999
exon,chrV,14090290
exon,chrV,14090821
exon,chrV,14092547
exon,chrV,14098883
exon,chrV,14101232
exon,chrV,14102927
exon,chrV,14106902
outron,chrV,14142508
exon,chrV,14156740
outron,chrV,14167904
exon,chrV,14171397
exon,chrV,14175406
outron,chrV,14177964
exon,chrV,14182928
outron,chrV,14185599
outron,chrV,14185693
exon,chrV,14215495
outron,chrV,14222001
outron,chrV,14227078
exon,chrV,14263508
outron,chrV,14270799
exon,chrV,14274518
exon,chrV,14294640
exon,chrV,14299792
outron,chrV,14301310
outron,chrV,14316854
outron,chrV,14322940
exon,chrV,14327822
outron,chrV,14326950
outron,chrV,14342780
exon,chrV,14346074
outron,chrV,14347470
outron,chrV,14351253
outron,chrV,14354120
outron,chrV,14355989
exon,chrV,14359231
exon,chrV,14373352
outron,chrV,14379322
exon,chrV,14415413
outron,chrV,14417800
outron,chrV,14416820
outron,chrV,14421659
outron,chrV,14422658
outron,chrV,14423331
outron,chrV,14425224
exon,chrV,14432337
outron,chrV,14449954
outron,chrV,14447644
outron,chrV,14456720
outron,chrV,14456919
exon,chrV,14459943
exon,chrV,14463257
exon,chrV,14464637
exon,chrV,14468389
exon,chrV,14467642
outron,chrV,14482943
outron,chrV,14507221
outron,chrV,14519497
exon,chrV,14523168
outron,chrV,14524307
outron,chrV,14529247
exon,chrV,14539845
outron,chrV,14547235
exon,chrV,14546877
exon,chrV,14561007
exon,chrV,14559023
outron,chrV,14572734
outron,chrV,14597359
outron,chrV,14609889
outron,chrV,14612410
outron,chrV,14619730
outron,chrV,14629142
exon,chrV,14637546
exon,chrV,14641008
outron,chrV,14645917
outron,chrV,14646375
exon,chrV,14658124
exon,chrV,14664206
outron,chrV,14679785
exon,chrV,14685658
outron,chrV,14685852
exon,chrV,14688520
exon,chrV,14689059
exon,chrV,14695372
exon,chrV,14712588
outron,chrV,14725694
exon,chrV,14731447
outron,chrV,14729469
exon,chrV,14734479
exon,chrV,14737505
exon,chrV,14773263
exon,chrV,14781397
exon,chrV,14784599
outron,chrV,14820639
exon,chrV,14829449
exon,chrV,14847353
outron,chrV,14871490
outron,chrV,14875517
outron,chrV,14876902
exon,chrV,14875937
exon,chrV,14895467
outron,chrV,14895644
exon,chrV,14899614
exon,chrV,14899774
outron,chrV,14909192
outron,chrV,14921613
exon,chrV,14929765
outron,chrV,14935310
outron,chrV,14974547
exon,chrV,14980309
outron,chrV,14984228
outron,chrV,14990974
exon,chrV,14993889
outron,chrV,15000598
outron,chrV,15002212
exon,chrV,15002576
outron,chrV,15005020
exon,chrV,15011658
outron,chrV,15014834
exon,chrV,15026620
outron,chrV,15048265
outron,chrV,15053347
exon,chrV,15056267
outron,chrV,15059597
exon,chrV,15060290
outron,chrV,15065529
outron,chrV,15066180
outron,chrV,15067300
outron,chrV,15071544
exon,chrV,15082429
outron,chrV,15085529
outron,chrV,15084755
exon,chrV,15087301
exon,chrV,15089923
outron,chrV,15093118
exon,chrV,15109522
outron,chrV,15120538
exon,chrV,15129459
outron,chrV,15134275
outron,chrV,15136793
exon,chrV,15144031
exon,chrV,15149036
outron,chrV,15184325
outron,chrV,15187749
exon,chrV,15186675
exon,chrV,15191277
exon,chrV,15192643
exon,chrV,15236304
exon,chrV,15287930
exon,chrV,15291146
exon,chrV,15298678
exon,chrV,15317240
exon,chrV,15316395
exon,chrV,15318853
exon,chrV,15323805
exon,chrV,15340196
exon,chrV,15341445
exon,chrV,15349089
exon,chrV,15354975
exon,chrV,15391409
outron,chrV,15397165
outron,chrV,15395537
outron,chrV,15401979
exon,chrV,15397315
exon,chrV,15403970
exon,chrV,15423697
exon,chrV,15425463
exon,chrV,15432595
exon,chrV,15448252
exon,chrV,15457747
exon,chrV,15464467
outron,chrV,15469517
exon,chrV,15478524
exon,chrV,15481418
outron,chrV,15498013
outron,chrV,15511832
outron,chrV,15515220
exon,chrV,15519943
outron,chrV,15538146
outron,chrV,15569931
outron,chrV,15570632
outron,chrV,15575608
outron,chrV,15577386
outron,chrV,15578468
outron,chrV,15589909
exon,chrV,15594628
outron,chrV,15605566
outron,chrV,15610459
exon,chrV,15608401
exon,chrV,15623706
exon,chrV,15647875
exon,chrV,15646775
exon,chrV,15648785
outron,chrV,15661731
exon,chrV,15673969
exon,chrV,15676456
exon,chrV,15693914
outron,chrV,15702459
outron,chrV,15721524
exon,chrV,15729045
exon,chrV,15750340
outron,chrV,15766204
outron,chrV,15773697
exon,chrV,15798926
exon,chrV,15800470
exon,chrV,15801204
exon,chrV,15810122
exon,chrV,15821501
exon,chrV,15824356
outron,chrV,15867636
outron,chrV,15876696
outron,chrV,15880977
exon,chrV,15884793
outron,chrV,15891412
exon,chrV,15891504
outron,chrV,15897420
exon,chrV,15897057
exon,chrV,15915950
exon,chrV,15921335
exon,chrV,15924400
exon,chrV,15928381
exon,chrV,15927952
exon,chrV,15932602
exon,chrV,15988723
outron,chrV,16000548
outron,chrV,16000704
outron,chrV,16022833
outron,chrV,16024099
exon,chrV,16031673
exon,chrV,16033980
exon,chrV,16036396
exon,chrV,16041766
exon,chrV,16040747
exon,chrV,16042282
exon,chrV,16042459
exon,chrV,16046377
outron,chrV,16053483
exon,chrV,16055990
exon,chrV,16057565
exon,chrV,16064207
exon,chrV,16071258
exon,chrV,16069207
exon,chrV,16071403
exon,chrV,16073063
outron,chrV,16095117
exon,chrV,16099520
outron,chrV,16100326
outron,chrV,16103297
outron,chrV,16121042
exon,chrV,16124818
outron,chrV,16127581
outron,chrV,16149139
outron,chrV,16160351
exon,chrV,16162724
exon,chrV,16177510
exon,chrV,16204346
outron,chrV,16214788
outron,chrV,16221349
exon,chrV,16219555
exon,chrV,16232249
exon,chrV,16233336
exon,chrV,16233472
exon,chrV,16235251
exon,chrV,16254189
exon,chrV,16256309
exon,chrV,16258415
exon,chrV,16262212
outron,chrV,16269640
exon,chrV,16271192
outron,chrV,16271008
exon,chrV,16278170
exon,chrV,16282254
exon,chrV,16285676
exon,chrV,16298559
exon,chrV,16309801
outron,chrV,16338997
exon,chrV,16342429
exon,chrV,16346488
outron,chrV,16346948
outron,chrV,16367253
exon,chrV,16390907
outron,chrV,16395089
exon,chrV,16396332
outron,chrV,16402178
exon,chrV,16407881
exon,chrV,16420402
exon,chrV,16420695
exon,chrV,16435591
exon,chrV,16433159
exon,chrV,16461253
exon,chrV,16471891
exon,chrV,16470418
exon,chrV,16481506
exon,chrV,16494471
exon,chrV,16498503
outron,chrV,16498519
exon,chrV,16506691
outron,chrV,16538250
outron,chrV,16552870
exon,chrV,16570835
exon,chrV,16592698
outron,chrV,16595407
exon,chrV,16603264
exon,chrV,16616184
exon,chrV,16627949
exon,chrV,16638485
exon,chrV,16700180
exon,chrV,16707438
outron,chrV,16723901
exon,chrV,16735723
exon,chrV,16741988
exon,chrV,16738429
exon,chrV,16742443
outron,chrV,16746245
outron,chrV,16744802
outron,chrV,16789276
outron,chrV,16795080
outron,chrV,16795179
outron,chrV,16802520
outron,chrV,16815072
outron,chrV,16841101
exon,chrV,16848436
exon,chrV,16848600
exon,chrV,16852062
outron,chrV,16852133
exon,chrV,16875770
outron,chrV,16882407
exon,chrV,16899537
outron,chrV,16910982
outron,chrV,16920190
outron,chrV,16951611
exon,chrV,16956496
exon,chrV,16966859
exon,chrV,17009504
exon,chrV,17068578
exon,chrV,17072393
outron,chrV,17089775
outron,chrV,17090191
exon,chrV,17099032
outron,chrV,17159325
outron,chrV,17159433
exon,chrV,17180710
exon,chrV,17212540
exon,chrV,17215880
exon,chrV,17236560
exon,chrV,17242033
exon,chrV,17246669
outron,chrV,17257874
outron,chrV,17273332
exon,chrV,17327935
exon,chrV,17328143
outron,chrV,17344986
exon,chrV,17347861
exon,chrV,17350056
outron,chrV,17353058
exon,chrV,17376786
exon,chrV,17377389
exon,chrV,17380142
exon,chrV,17395620
exon,chrV,17408102
exon,chrV,17495985
exon,chrV,17535630
outron,chrV,17539452
exon,chrV,17537706
exon,chrV,17547314
exon,chrV,17552835
exon,chrV,17585863
exon,chrV,17598938
exon,chrV,17601866
exon,chrV,17606507
outron,chrV,17655336
outron,chrV,17659382
outron,chrV,17659591
outron,chrV,17724804
exon,chrV,17741097
exon,chrV,17777064
outron,chrV,17829954
exon,chrV,17845899
outron,chrV,17856908
outron,chrV,17870861
outron,chrV,17870802
outron,chrV,17891518
outron,chrV,17897071
outron,chrV,17910273
outron,chrV,17917116
outron,chrV,17921633
exon,chrV,17924916
exon,chrV,17929029
outron,chrV,17981814
outron,chrV,17983845
outron,chrV,18004176
exon,chrV,18019619
outron,chrV,18020814
outron,chrV,18069037
outron,chrV,18079259
exon,chrV,18085117
outron,chrV,18088970
outron,chrV,18087010
outron,chrV,18097108
outron,chrV,18107307
outron,chrV,18121848
outron,chrV,18125647
outron,chrV,18134533
exon,chrV,18157974
exon,chrV,18172127
outron,chrV,18179742
exon,chrV,18179953
exon,chrV,18191382
exon,chrV,18209657
outron,chrV,18245631
exon,chrV,18252444
exon,chrV,18280339
exon,chrV,18298029
exon,chrV,18318560
exon,chrV,18324585
outron,chrV,18331892
exon,chrV,18390753
exon,chrV,18406490
exon,chrV,18412948
exon,chrV,18413680
outron,chrV,18461518
outron,chrV,18490722
exon,chrV,18507927
exon,chrV,18516746
exon,chrV,18523719
outron,chrV,18533858
exon,chrV,18556562
exon,chrV,18556747
exon,chrV,18560270
outron,chrV,18571244
exon,chrV,18580829
outron,chrV,18582040
exon,chrV,18612418
outron,chrV,18614081
outron,chrV,18638397
outron,chrV,18664095
exon,chrV,18701505
exon,chrV,18722043
exon,chrV,18734501
exon,chrV,18749315
outron,chrV,18750653
exon,chrV,18762145
outron,chrV,18808714
outron,chrV,18808836
exon,chrV,18814967
exon,chrV,18826726
outron,chrV,18845938
outron,chrV,18860405
exon,chrV,18874085
outron,chrV,18895005
outron,chrV,18911941
outron,chrV,18957693
outron,chrV,18960872
exon,chrV,18967773
outron,chrV,18969817
exon,chrV,18981106
outron,chrV,18981200
exon,chrV,18990367
outron,chrV,18990736
outron,chrV,18993832
outron,chrV,19000871
outron,chrV,19001869
exon,chrV,19010460
outron,chrV,19051468
exon,chrV,19082551
outron,chrV,19087613
outron,chrV,19101479
exon,chrV,19119362
outron,chrV,19124924
outron,chrV,19133669
outron,chrV,19149160
outron,chrV,19153466
exon,chrV,19158801
outron,chrV,19183473
exon,chrV,19189988
outron,chrV,19190321
outron,chrV,19212331
exon,chrV,19223789
exon,chrV,19228498
exon,chrV,19233791
exon,chrV,19237284
exon,chrV,19241623
exon,chrV,19238079
exon,chrV,19253784
exon,chrV,19261221
exon,chrV,19264502
exon,chrV,19282560
exon,chrV,19288118
exon,chrV,19288790
exon,chrV,19291424
exon,chrV,19297631
exon,chrV,19297758
exon,chrV,19299526
exon,chrV,19301994
exon,chrV,19303715
exon,chrV,19304065
exon,chrV,19309670
exon,chrV,19311047
exon,chrV,19311804
outron,chrV,19318891
outron,chrV,19325260
exon,chrV,19329600
outron,chrV,19351667
outron,chrV,19402150
outron,chrV,19403338
exon,chrV,19405715
exon,chrV,19410804
exon,chrV,19432141
outron,chrV,19433156
exon,chrV,19436496
outron,chrV,19445559
exon,chrV,19455949
exon,chrV,19454821
outron,chrV,19467973
outron,chrV,19478083
exon,chrV,19485842
outron,chrV,19490383
exon,chrV,19497632
outron,chrV,19502219
exon,chrV,19516342
exon,chrV,19533338
exon,chrV,19622430
outron,chrV,19622742
outron,chrV,19641436
outron,chrV,19644025
outron,chrV,19644154
exon,chrV,19646012
outron,chrV,19657459
outron,chrV,19673486
outron,chrV,19692882
exon,chrV,19693108
exon,chrV,19700427
exon,chrV,19710669
outron,chrV,19721389
exon,chrV,19724385
exon,chrV,19725958
exon,chrV,19734389
exon,chrV,19736448
exon,chrV,19746675
exon,chrV,19750745
outron,chrV,19754982
exon,chrV,19784020
exon,chrV,19796597
outron,chrV,19890168
exon,chrV,19894160
outron,chrV,19896960
outron,chrV,19911406
outron,chrV,19930348
outron,chrV,19942311
outron,chrV,19944889
outron,chrV,19945289
outron,chrV,19950806
exon,chrV,19954322
exon,chrV,19957576
exon,chrV,19960116
exon,chrV,19968367
outron,chrV,19977542
exon,chrV,19983349
outron,chrV,19991520
exon,chrV,20001263
outron,chrV,20006521
outron,chrV,20016262
exon,chrV,20060709
outron,chrV,20083253
outron,chrV,20086230
outron,chrV,20086317
outron,chrV,20090655
outron,chrV,20118197
exon,chrV,20128662
exon,chrV,20139350
outron,chrV,20159949
outron,chrV,20187630
exon,chrV,20191032
outron,chrV,20191265
exon,chrV,20201585
exon,chrV,20201712
outron,chrV,20212227
outron,chrV,20221674
exon,chrV,20230618
outron,chrV,20234988
outron,chrV,20245177
outron,chrV,20262928
outron,chrV,20265300
outron,chrV,20265434
exon,chrV,20284805
outron,chrV,20292181
outron,chrV,20304708
exon,chrV,20327196
outron,chrV,20333441
exon,chrV,20340570
outron,chrV,20345545
outron,chrV,20368983
exon,chrV,20375974
outron,chrV,20380617
exon,chrV,20389462
exon,chrV,20406938
exon,chrV,20440993
exon,chrV,20442718
outron,chrV,20446836
exon,chrV,20450440
outron,chrV,20460253
outron,chrV,20474400
outron,chrV,20474761
outron,chrV,20480788
outron,chrV,20489194
exon,chrV,20494593
exon,chrV,20495903
outron,chrV,20513771
exon,chrV,20521829
outron,chrV,20529557
exon,chrV,20531880
exon,chrV,20542644
outron,chrV,20546670
exon,chrV,20550664
outron,chrV,20574583
outron,chrV,20576156
exon,chrV,20592603
exon,chrV,20596866
exon,chrV,20605243
exon,chrV,20613113
outron,chrV,20648121
exon,chrV,20655230
outron,chrV,20660732
exon,chrV,20674061
exon,chrV,20680600
outron,chrV,20685086
outron,chrV,20689983
outron,chrV,20699512
exon,chrV,20701156
outron,chrV,20707385
exon,chrV,20717629
outron,chrV,20725306
exon,chrV,20724689
exon,chrV,20729215
outron,chrV,20739773
exon,chrV,20748373
outron,chrV,20767157
exon,chrV,20773668
outron,chrV,20773980
exon,chrV,20785743
outron,chrV,20790519
outron,chrV,20815534
exon,chrV,20822766
exon,chrV,20821033
outron,chrV,20824269
outron,chrV,20827515
outron,chrV,20832800
outron,chrV,20841048
outron,chrV,20841121
exon,chrV,20846113
outron,chrV,20847385
outron,chrV,20849495
outron,chrV,20857125
outron,chrV,20863938
exon,chrV,20872259
exon,chrV,20898933
outron,chrV,20898898
exon,chrX,11217
exon,chrX,21340
exon,chrX,25431
outron,chrX,34539
exon,chrX,34639
exon,chrX,47522
outron,chrX,47799
exon,chrX,56617
exon,chrX,67351
exon,chrX,96284
outron,chrX,104815
exon,chrX,119672
exon,chrX,128040
exon,chrX,141348
exon,chrX,154983
exon,chrX,156524
outron,chrX,163624
outron,chrX,164016
exon,chrX,183148
exon,chrX,182608
exon,chrX,209924
outron,chrX,295984
outron,chrX,300609
exon,chrX,311323
outron,chrX,322516
exon,chrX,343521
outron,chrX,346314
outron,chrX,353534
exon,chrX,357765
outron,chrX,382812
outron,chrX,388885
exon,chrX,394844
exon,chrX,395778
exon,chrX,421711
exon,chrX,427596
outron,chrX,436660
exon,chrX,457461
outron,chrX,460576
exon,chrX,474096
outron,chrX,481378
exon,chrX,493214
outron,chrX,507044
exon,chrX,530168
exon,chrX,532096
outron,chrX,535850
exon,chrX,543364
outron,chrX,553593
exon,chrX,555496
outron,chrX,572971
exon,chrX,580874
exon,chrX,599554
exon,chrX,599493
outron,chrX,611300
outron,chrX,621751
exon,chrX,628569
exon,chrX,636954
exon,chrX,656259
outron,chrX,666257
exon,chrX,670755
exon,chrX,680883
outron,chrX,683505
exon,chrX,692982
exon,chrX,705892
outron,chrX,760630
outron,chrX,768169
outron,chrX,768357
exon,chrX,770535
exon,chrX,772392
outron,chrX,777461
exon,chrX,788109
outron,chrX,787965
outron,chrX,799849
exon,chrX,810740
outron,chrX,813846
outron,chrX,818188
exon,chrX,828922
outron,chrX,834281
outron,chrX,843511
outron,chrX,852859
exon,chrX,859638
outron,chrX,864497
outron,chrX,871077
outron,chrX,871236
outron,chrX,877238
exon,chrX,880661
outron,chrX,888460
exon,chrX,898069
outron,chrX,910356
outron,chrX,915805
exon,chrX,918554
outron,chrX,924591
outron,chrX,933692
exon,chrX,938524
outron,chrX,948920
outron,chrX,949816
exon,chrX,954963
outron,chrX,957623
outron,chrX,965999
exon,chrX,970225
exon,chrX,974797
outron,chrX,980295
outron,chrX,980626
outron,chrX,992953
outron,chrX,1003877
exon,chrX,1011314
outron,chrX,1017848
outron,chrX,1027849
exon,chrX,1035243
outron,chrX,1035333
exon,chrX,1038439
outron,chrX,1049084
exon,chrX,1051745
outron,chrX,1064088
exon,chrX,1069092
exon,chrX,1074147
outron,chrX,1081932
outron,chrX,1097127
outron,chrX,1104035
exon,chrX,1108033
outron,chrX,1111009
outron,chrX,1120408
exon,chrX,1125625
outron,chrX,1128745
exon,chrX,1148541
exon,chrX,1152326
outron,chrX,1162855
exon,chrX,1180675
exon,chrX,1191851
exon,chrX,1222551
outron,chrX,1230880
outron,chrX,1244599
outron,chrX,1255995
exon,chrX,1268119
exon,chrX,1272829
outron,chrX,1285097
outron,chrX,1303430
outron,chrX,1311510
exon,chrX,1318354
outron,chrX,1320460
outron,chrX,1330718
exon,chrX,1346899
exon,chrX,1370261
outron,chrX,1371625
exon,chrX,1398122
exon,chrX,1401355
exon,chrX,1417069
outron,chrX,1425111
outron,chrX,1440546
outron,chrX,1450588
outron,chrX,1459063
exon,chrX,1474101
outron,chrX,1478980
exon,chrX,1488262
exon,chrX,1486533
exon,chrX,1494951
exon,chrX,1502931
exon,chrX,1501890
exon,chrX,1504901
exon,chrX,1536404
outron,chrX,1547252
outron,chrX,1575495
outron,chrX,1609952
exon,chrX,1649335
exon,chrX,1655154
outron,chrX,1655262
exon,chrX,1674852
outron,chrX,1678318
outron,chrX,1705085
outron,chrX,1707806
exon,chrX,1712638
exon,chrX,1713727
exon,chrX,1720468
exon,chrX,1735210
exon,chrX,1778942
exon,chrX,1779217
outron,chrX,1794028
exon,chrX,1825689
exon,chrX,1834658
exon,chrX,1840796
outron,chrX,1847104
outron,chrX,1849805
outron,chrX,1854399
exon,chrX,1859895
exon,chrX,1872587
exon,chrX,1878465
exon,chrX,1899395
outron,chrX,1915144
exon,chrX,1915254
outron,chrX,1917331
outron,chrX,1961670
exon,chrX,1981890
outron,chrX,1989716
exon,chrX,1990708
outron,chrX,1998442
exon,chrX,2000701
exon,chrX,2013173
outron,chrX,2017802
exon,chrX,2031503
outron,chrX,2035279
exon,chrX,2039609
exon,chrX,2046341
exon,chrX,2050622
outron,chrX,2071628
exon,chrX,2080140
outron,chrX,2084292
exon,chrX,2089681
exon,chrX,2092737
outron,chrX,2105278
outron,chrX,2108461
outron,chrX,2114309
exon,chrX,2118228
exon,chrX,2124039
outron,chrX,2130505
exon,chrX,2133090
outron,chrX,2145733
outron,chrX,2151950
outron,chrX,2163153
outron,chrX,2178068
outron,chrX,2178664
exon,chrX,2191641
exon,chrX,2196249
exon,chrX,2203864
outron,chrX,2215028
outron,chrX,2222628
outron,chrX,2230115
outron,chrX,2237683
outron,chrX,2242914
outron,chrX,2258198
outron,chrX,2261117
outron,chrX,2288154
outron,chrX,2302149
exon,chrX,2319672
outron,chrX,2333211
outron,chrX,2347191
exon,chrX,2368479
outron,chrX,2375244
outron,chrX,2382481
exon,chrX,2384488
exon,chrX,2402014
outron,chrX,2402269
outron,chrX,2407394
outron,chrX,2409422
exon,chrX,2413345
exon,chrX,2417964
exon,chrX,2420314
exon,chrX,2429665
exon,chrX,2446023
outron,chrX,2452849
exon,chrX,2471227
exon,chrX,2473618
exon,chrX,2475978
outron,chrX,2480322
exon,chrX,2482931
outron,chrX,2496177
outron,chrX,2516199
exon,chrX,2532467
outron,chrX,2541068
exon,chrX,2549599
outron,chrX,2553966
outron,chrX,2559978
outron,chrX,2565575
outron,chrX,2572723
exon,chrX,2576738
outron,chrX,2583342
exon,chrX,2585773
outron,chrX,2591810
outron,chrX,2608124
outron,chrX,2616750
outron,chrX,2668119
outron,chrX,2688649
outron,chrX,2688794
exon,chrX,2694908
outron,chrX,2705992
exon,chrX,2749977
exon,chrX,2772075
exon,chrX,2780109
outron,chrX,2784825
outron,chrX,2802691
exon,chrX,2807459
outron,chrX,2809723
outron,chrX,2827957
outron,chrX,2840537
outron,chrX,2852474
outron,chrX,2857266
exon,chrX,2862489
exon,chrX,2873081
exon,chrX,2879660
outron,chrX,2884800
outron,chrX,2891380
exon,chrX,2892679
exon,chrX,2898285
outron,chrX,2907731
outron,chrX,2924353
outron,chrX,2932247
outron,chrX,2939380
exon,chrX,2947046
exon,chrX,2945259
outron,chrX,2957450
exon,chrX,2981992
exon,chrX,2984253
exon,chrX,3005911
exon,chrX,3009288
outron,chrX,3024108
exon,chrX,3031772
exon,chrX,3034883
exon,chrX,3039074
outron,chrX,3048209
exon,chrX,3063587
exon,chrX,3070386
outron,chrX,3089961
exon,chrX,3094341
outron,chrX,3099948
outron,chrX,3102839
exon,chrX,3112108
outron,chrX,3113390
outron,chrX,3114753
outron,chrX,3117922
outron,chrX,3127680
outron,chrX,3135200
outron,chrX,3145559
outron,chrX,3152848
outron,chrX,3159782
outron,chrX,3164465
outron,chrX,3165801
outron,chrX,3171646
outron,chrX,3180743
exon,chrX,3202632
exon,chrX,3209646
outron,chrX,3235849
outron,chrX,3244233
outron,chrX,3245937
exon,chrX,3252881
exon,chrX,3257381
exon,chrX,3259120
exon,chrX,3262913
exon,chrX,3271395
outron,chrX,3281037
exon,chrX,3281142
exon,chrX,3287312
exon,chrX,3295482
exon,chrX,3348030
exon,chrX,3350412
outron,chrX,3357359
exon,chrX,3368830
outron,chrX,3379231
outron,chrX,3379072
outron,chrX,3386599
outron,chrX,3391873
outron,chrX,3400436
exon,chrX,3403460
outron,chrX,3411716
exon,chrX,3423255
outron,chrX,3431745
exon,chrX,3441827
exon,chrX,3444792
exon,chrX,3446300
exon,chrX,3452246
outron,chrX,3479917
exon,chrX,3488174
outron,chrX,3488344
outron,chrX,3507008
outron,chrX,3573836
outron,chrX,3574995
exon,chrX,3585922
outron,chrX,3596448
outron,chrX,3600558
outron,chrX,3605839
outron,chrX,3611371
exon,chrX,3623862
exon,chrX,3646047
outron,chrX,3650515
outron,chrX,3650679
outron,chrX,3655943
outron,chrX,3658236
exon,chrX,3668895
exon,chrX,3672014
exon,chrX,3674182
outron,chrX,3680645
outron,chrX,3694229
exon,chrX,3696869
exon,chrX,3733423
outron,chrX,3742285
exon,chrX,3768905
outron,chrX,3772536
outron,chrX,3772648
outron,chrX,3787621
outron,chrX,3793203
exon,chrX,3795367
exon,chrX,3798167
outron,chrX,3803449
exon,chrX,3805106
exon,chrX,3831838
outron,chrX,3842445
outron,chrX,3858768
exon,chrX,3881840
exon,chrX,3887744
outron,chrX,3896019
exon,chrX,3919995
outron,chrX,3925948
exon,chrX,3939261
exon,chrX,3966394
outron,chrX,3974269
outron,chrX,3994943
outron,chrX,4001412
outron,chrX,4009027
outron,chrX,4010744
exon,chrX,4021947
outron,chrX,4073395
exon,chrX,4082904
outron,chrX,4102161
exon,chrX,4111441
outron,chrX,4113296
outron,chrX,4117657
outron,chrX,4121337
outron,chrX,4132617
outron,chrX,4151369
exon,chrX,4177973
outron,chrX,4190860
outron,chrX,4207801
exon,chrX,4219550
outron,chrX,4231716
outron,chrX,4247159
exon,chrX,4249004
outron,chrX,4255047
exon,chrX,4256882
outron,chrX,4260556
exon,chrX,4265871
exon,chrX,4279254
outron,chrX,4280062
exon,chrX,4286801
outron,chrX,4295142
exon,chrX,4303209
outron,chrX,4319589
exon,chrX,4343546
outron,chrX,4348801
exon,chrX,4353597
exon,chrX,4357495
exon,chrX,4362597
outron,chrX,4366485
outron,chrX,4370350
outron,chrX,4386044
outron,chrX,4389200
exon,chrX,4403641
outron,chrX,4437414
exon,chrX,4440826
exon,chrX,4448301
outron,chrX,4458132
exon,chrX,4462736
outron,chrX,4465901
outron,chrX,4469556
outron,chrX,4480215
outron,chrX,4495097
outron,chrX,4506989
outron,chrX,4512961
outron,chrX,4522277
exon,chrX,4524194
exon,chrX,4532104
outron,chrX,4554170
outron,chrX,4559352
outron,chrX,4564952
exon,chrX,4588017
outron,chrX,4588153
exon,chrX,4592335
outron,chrX,4606343
exon,chrX,4622112
outron,chrX,4626638
outron,chrX,4631612
exon,chrX,4635916
exon,chrX,4647113
outron,chrX,4649193
outron,chrX,4656704
outron,chrX,4662266
outron,chrX,4666133
outron,chrX,4673469
